Res_Geo_Short,Work_Geo_Short,Year,Total,Drove alone,2-person carpool,3-person carpool,4-person carpool,5-or-6-person carpool,7-or-more-person carpool,Bus,Streetcar or trolley,Subway,Railroad,Ferry,Bicycle,Walked,Taxi,Motorcycle,Other,Worked at home,Source
Contra Costa,Lake,2016,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Humboldt,Lake,2016,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Lake,Lake,2016,16720,11805,1360,220,25,35,25,145,0,0,0,0,4,555,0,15,50,2485,CTPP_A302103_5YR_2016
Los Angeles,Lake,2016,95,55,25,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Marin,Lake,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Mariposa,Lake,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Mendocino,Lake,2016,250,150,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Napa,Lake,2016,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Sacramento,Lake,2016,90,30,25,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Bernardino,Lake,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Joaquin,Lake,2016,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Mateo,Lake,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Shasta,Lake,2016,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Siskiyou,Lake,2016,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Solano,Lake,2016,70,40,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Sonoma,Lake,2016,265,255,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,CTPP_A302103_5YR_2016
Sutter,Lake,2016,10,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Tehama,Lake,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Tulare,Lake,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Butte,Lassen,2016,145,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
El Dorado,Lassen,2016,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Fresno,Lassen,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Lassen,Lassen,2016,7925,6155,410,135,80,40,135,65,0,0,10,0,40,325,0,0,15,515,CTPP_A302103_5YR_2016
Madera,Lassen,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Modoc,Lassen,2016,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Plumas,Lassen,2016,215,190,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Riverside,Lassen,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Sacramento,Lassen,2016,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,CTPP_A302103_5YR_2016
San Diego,Lassen,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Shasta,Lassen,2016,160,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,CTPP_A302103_5YR_2016
Sierra,Lassen,2016,40,4,0,25,0,0,10,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Sonoma,Lassen,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Tehama,Lassen,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Alameda,Los Angeles,2016,695,370,35,50,15,15,0,50,0,10,0,0,25,55,0,0,70,0,CTPP_A302103_5YR_2016
Amador,Los Angeles,2016,35,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Butte,Los Angeles,2016,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,CTPP_A302103_5YR_2016
Contra Costa,Los Angeles,2016,605,370,10,0,0,0,10,15,0,0,0,0,15,15,0,0,170,0,CTPP_A302103_5YR_2016
El Dorado,Los Angeles,2016,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,CTPP_A302103_5YR_2016
Fresno,Los Angeles,2016,675,420,95,75,0,0,0,25,0,0,0,0,0,4,0,25,30,0,CTPP_A302103_5YR_2016
Glenn,Los Angeles,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Humboldt,Los Angeles,2016,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,CTPP_A302103_5YR_2016
Imperial,Los Angeles,2016,115,105,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Inyo,Los Angeles,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Kern,Los Angeles,2016,8730,7360,875,80,70,15,20,100,0,0,15,0,10,40,0,30,120,0,CTPP_A302103_5YR_2016
Kings,Los Angeles,2016,190,140,10,20,0,0,0,0,0,0,0,0,0,15,0,0,0,0,CTPP_A302103_5YR_2016
Los Angeles,Los Angeles,2016,4248855,3084215,316750,55220,18400,9305,8120,257085,2575,23155,10905,380,40660,126075,2895,10825,42770,239520,CTPP_A302103_5YR_2016
Madera,Los Angeles,2016,175,145,0,4,0,0,0,0,0,0,0,0,0,0,0,0,25,0,CTPP_A302103_5YR_2016
Marin,Los Angeles,2016,215,150,0,0,4,0,0,0,0,0,0,0,0,35,0,0,30,0,CTPP_A302103_5YR_2016
Mariposa,Los Angeles,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Mendocino,Los Angeles,2016,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Merced,Los Angeles,2016,135,100,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,CTPP_A302103_5YR_2016
Mono,Los Angeles,2016,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,CTPP_A302103_5YR_2016
Monterey,Los Angeles,2016,165,100,25,0,0,0,0,0,0,0,0,0,0,10,0,0,25,0,CTPP_A302103_5YR_2016
Napa,Los Angeles,2016,60,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,CTPP_A302103_5YR_2016
Nevada,Los Angeles,2016,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Orange,Los Angeles,2016,184475,154995,15240,2915,1160,1235,1095,1535,4,415,3335,20,230,350,20,905,1020,0,CTPP_A302103_5YR_2016
Placer,Los Angeles,2016,160,100,10,10,0,0,0,10,0,0,0,0,0,0,0,0,35,0,CTPP_A302103_5YR_2016
Plumas,Los Angeles,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Riverside,Los Angeles,2016,52865,40105,6785,1565,635,545,525,430,0,35,1400,0,35,165,0,265,375,0,CTPP_A302103_5YR_2016
Sacramento,Los Angeles,2016,500,315,50,30,40,0,10,0,0,0,0,0,0,10,4,0,45,0,CTPP_A302103_5YR_2016
San Bernardino,Los Angeles,2016,134245,106405,14855,3320,1285,960,885,2140,125,420,2355,0,280,305,0,515,400,0,CTPP_A302103_5YR_2016
San Diego,Los Angeles,2016,6990,5635,420,120,40,0,0,60,0,25,345,15,45,40,0,15,230,0,CTPP_A302103_5YR_2016
San Francisco,Los Angeles,2016,370,185,35,0,0,0,0,4,0,10,15,0,0,40,0,0,80,0,CTPP_A302103_5YR_2016
San Joaquin,Los Angeles,2016,280,205,25,0,0,0,0,0,0,0,20,0,0,0,0,0,30,0,CTPP_A302103_5YR_2016
San Luis Obispo,Los Angeles,2016,695,630,30,10,0,0,0,0,0,0,0,0,0,0,0,0,30,0,CTPP_A302103_5YR_2016
San Mateo,Los Angeles,2016,340,245,0,0,0,0,0,0,0,0,0,0,0,10,20,15,55,0,CTPP_A302103_5YR_2016
Santa Barbara,Los Angeles,2016,1180,970,35,40,0,0,0,15,0,0,0,0,0,80,0,15,20,0,CTPP_A302103_5YR_2016
Santa Clara,Los Angeles,2016,695,435,85,0,0,0,0,25,0,0,0,0,0,40,15,0,95,0,CTPP_A302103_5YR_2016
Santa Cruz,Los Angeles,2016,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,CTPP_A302103_5YR_2016
Shasta,Los Angeles,2016,35,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,15,0,CTPP_A302103_5YR_2016
Solano,Los Angeles,2016,145,130,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,0,CTPP_A302103_5YR_2016
Sonoma,Los Angeles,2016,210,70,65,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,CTPP_A302103_5YR_2016
Stanislaus,Los Angeles,2016,130,45,0,30,30,0,0,0,0,0,0,0,0,0,0,0,25,0,CTPP_A302103_5YR_2016
Sutter,Los Angeles,2016,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Tehama,Los Angeles,2016,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Tulare,Los Angeles,2016,635,465,115,40,0,10,0,0,0,0,0,0,0,4,0,0,0,0,CTPP_A302103_5YR_2016
Tuolumne,Los Angeles,2016,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Ventura,Los Angeles,2016,67960,58690,5180,755,210,325,505,645,0,110,940,15,35,115,10,260,165,0,CTPP_A302103_5YR_2016
Yolo,Los Angeles,2016,60,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,CTPP_A302103_5YR_2016
Yuba,Los Angeles,2016,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Contra Costa,Madera,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Fresno,Madera,2016,10545,8960,980,190,105,35,90,15,0,0,0,0,75,4,0,55,40,0,CTPP_A302103_5YR_2016
Humboldt,Madera,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Kern,Madera,2016,95,70,10,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,CTPP_A302103_5YR_2016
Kings,Madera,2016,255,235,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Los Angeles,Madera,2016,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,CTPP_A302103_5YR_2016
Madera,Madera,2016,32635,24495,2730,675,465,345,305,90,0,15,0,0,175,880,0,90,450,1915,CTPP_A302103_5YR_2016
Mariposa,Madera,2016,340,275,30,30,0,10,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Merced,Madera,2016,1505,990,220,165,4,0,45,0,0,0,0,0,0,10,0,0,70,0,CTPP_A302103_5YR_2016
Napa,Madera,2016,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Placer,Madera,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Riverside,Madera,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Sacramento,Madera,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Joaquin,Madera,2016,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Luis Obispo,Madera,2016,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Mateo,Madera,2016,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Santa Clara,Madera,2016,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,CTPP_A302103_5YR_2016
Sonoma,Madera,2016,35,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Stanislaus,Madera,2016,170,125,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Tehama,Madera,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Tulare,Madera,2016,255,175,60,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Ventura,Madera,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Alameda,Marin,2016,4615,3875,280,190,30,0,0,0,0,20,10,45,35,25,0,45,60,0,CTPP_A302103_5YR_2016
Amador,Marin,2016,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Butte,Marin,2016,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Calaveras,Marin,2016,15,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Contra Costa,Marin,2016,8570,6535,1110,380,45,50,0,220,0,60,0,0,35,20,4,55,60,0,CTPP_A302103_5YR_2016
El Dorado,Marin,2016,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Kern,Marin,2016,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Lake,Marin,2016,70,50,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,CTPP_A302103_5YR_2016
Los Angeles,Marin,2016,180,35,20,0,0,0,0,35,0,0,0,0,0,0,0,0,85,0,CTPP_A302103_5YR_2016
Marin,Marin,2016,81445,54090,4765,1040,350,110,50,2280,20,0,0,65,1555,3810,20,180,315,12800,CTPP_A302103_5YR_2016
Mendocino,Marin,2016,190,175,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Merced,Marin,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Monterey,Marin,2016,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Napa,Marin,2016,1280,1105,145,15,10,4,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Nevada,Marin,2016,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Orange,Marin,2016,15,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Placer,Marin,2016,95,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Plumas,Marin,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Riverside,Marin,2016,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Sacramento,Marin,2016,450,295,25,10,35,55,30,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Benito,Marin,2016,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,CTPP_A302103_5YR_2016
San Diego,Marin,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Francisco,Marin,2016,6695,5145,330,135,40,60,0,425,0,30,0,4,210,185,0,60,70,0,CTPP_A302103_5YR_2016
San Joaquin,Marin,2016,250,95,65,0,10,0,0,80,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Luis Obispo,Marin,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Mateo,Marin,2016,965,880,40,10,0,10,0,10,0,20,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Santa Barbara,Marin,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Santa Clara,Marin,2016,340,320,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Santa Cruz,Marin,2016,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Shasta,Marin,2016,20,15,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Siskiyou,Marin,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Solano,Marin,2016,5240,4320,640,80,95,10,40,20,0,0,0,0,0,0,0,20,25,0,CTPP_A302103_5YR_2016
Sonoma,Marin,2016,16105,13265,2065,195,170,65,70,110,0,0,0,0,25,30,0,60,50,0,CTPP_A302103_5YR_2016
Stanislaus,Marin,2016,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Tehama,Marin,2016,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Tulare,Marin,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Ventura,Marin,2016,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Yolo,Marin,2016,140,60,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,CTPP_A302103_5YR_2016
Yuba,Marin,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Butte,Mariposa,2016,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Contra Costa,Mariposa,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Fresno,Mariposa,2016,125,70,25,0,0,0,0,0,0,0,0,0,0,4,0,0,25,0,CTPP_A302103_5YR_2016
Los Angeles,Mariposa,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Madera,Mariposa,2016,575,500,45,25,0,0,0,4,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Mariposa,Mariposa,2016,5015,3060,375,60,20,4,0,130,0,0,0,0,175,580,0,4,4,600,CTPP_A302103_5YR_2016
Merced,Mariposa,2016,85,60,0,0,0,0,0,15,0,0,0,0,0,0,0,0,10,0,CTPP_A302103_5YR_2016
Orange,Mariposa,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Sacramento,Mariposa,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Stanislaus,Mariposa,2016,25,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Tulare,Mariposa,2016,25,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Tuolumne,Mariposa,2016,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Alameda,Mendocino,2016,70,10,25,20,0,0,0,0,0,0,0,0,0,10,0,0,10,0,CTPP_A302103_5YR_2016
Amador,Mendocino,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Butte,Mendocino,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Colusa,Mendocino,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Contra Costa,Mendocino,2016,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Del Norte,Mendocino,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Glenn,Mendocino,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Humboldt,Mendocino,2016,20,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Lake,Mendocino,2016,1210,1030,125,25,0,0,0,0,0,0,0,0,0,0,0,0,30,0,CTPP_A302103_5YR_2016
Los Angeles,Mendocino,2016,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Marin,Mendocino,2016,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Mendocino,Mendocino,2016,33125,24510,2505,365,175,120,80,165,0,0,0,0,435,1705,0,95,70,2905,CTPP_A302103_5YR_2016
Napa,Mendocino,2016,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Orange,Mendocino,2016,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Placer,Mendocino,2016,55,15,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Riverside,Mendocino,2016,30,4,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,CTPP_A302103_5YR_2016
Sacramento,Mendocino,2016,200,195,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Benito,Mendocino,2016,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Francisco,Mendocino,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Santa Clara,Mendocino,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Shasta,Mendocino,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Solano,Mendocino,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Sonoma,Mendocino,2016,1030,965,55,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,CTPP_A302103_5YR_2016
Stanislaus,Mendocino,2016,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Sutter,Mendocino,2016,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Tuolumne,Mendocino,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Yolo,Mendocino,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Alameda,Merced,2016,35,15,15,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Butte,Merced,2016,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Calaveras,Merced,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Contra Costa,Merced,2016,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
El Dorado,Merced,2016,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Fresno,Merced,2016,1070,830,75,65,40,30,0,15,0,0,15,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Kern,Merced,2016,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Kings,Merced,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Los Angeles,Merced,2016,275,245,0,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,CTPP_A302103_5YR_2016
Madera,Merced,2016,1520,1080,175,30,0,45,110,0,0,0,0,0,0,50,0,20,15,0,CTPP_A302103_5YR_2016
Mariposa,Merced,2016,365,345,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Merced,Merced,2016,68970,53470,4890,940,430,245,80,845,0,0,0,0,345,2150,15,160,2175,3215,CTPP_A302103_5YR_2016
Monterey,Merced,2016,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Napa,Merced,2016,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Placer,Merced,2016,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Riverside,Merced,2016,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Sacramento,Merced,2016,220,140,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Benito,Merced,2016,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Diego,Merced,2016,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,CTPP_A302103_5YR_2016
San Joaquin,Merced,2016,315,215,35,60,0,0,4,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Mateo,Merced,2016,35,20,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Santa Clara,Merced,2016,125,120,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Solano,Merced,2016,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Stanislaus,Merced,2016,6870,5980,565,90,185,25,15,0,0,0,0,0,0,4,0,4,0,0,CTPP_A302103_5YR_2016
Sutter,Merced,2016,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Tulare,Merced,2016,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Tuolumne,Merced,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Butte,Modoc,2016,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Lassen,Modoc,2016,85,70,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,CTPP_A302103_5YR_2016
